#  b = [b0:  0.02868000, b1:  0.00080000, b2: -0.02788000]
#  a = [a0:  1.00000000, a1: -2.00000000, a2:  1.00000000]
#  index      real(x)      imag(x)      real(y)      imag(y)        error
    9605  -0.51137614  -0.85935700  -0.31437513   0.94929886   2.28500891
    9606   0.57586247  -0.81754661  -0.41412026   0.91022217  -2.95491004
    9607   0.98137444   0.19210480  -0.40643901   0.91367793  -1.79604316
    9608   0.22510013   0.97433561  -0.28842035   0.95750391  -0.51962245
    9609  -0.79765576   0.60311300  -0.23042856   0.97308922   0.69088018
    9610  -0.87611812  -0.48209646  -0.23944619   0.97090966   1.83204699
    9611   0.08259957  -0.99658281  -0.31356385   0.94956714   2.90534258
    9612   0.94353294  -0.33127868  -0.44542065   0.89532143  -2.37009883
    9613   0.68747818   0.72620505  -0.46865454   0.88338155  -1.24577785
    9614  -0.38243791   0.92398119  -0.38491499   0.92295200  -0.00268239
    9615  -0.99961030   0.02791526  -0.35953730   0.93313074   1.17510545
    9616  -0.43340814  -0.90119773  -0.39727309   0.91770041   2.28477812
    9617   0.64587814  -0.76344055  -0.49284375   0.87011784  -2.95477462
    9618   0.96055067   0.27810499  -0.48549750   0.87423807  -1.79590774
    9619   0.13808888   0.99041986  -0.37192103   0.92826438  -0.51960915
    9620  -0.84784752   0.53024018  -0.31553373   0.94891435   0.69089347
    9621  -0.83007157  -0.55765682  -0.32443890   0.94590664   1.83193803
    9622   0.17037284  -0.98537970  -0.39604047   0.91823304   2.90560007
    9623   0.96912378  -0.24657468  -0.52249867   0.85264009  -2.36971951
    9624   0.62059122   0.78413427  -0.54459143   0.83870149  -1.24539828
    9625  -0.46261948   0.88655692  -0.46465990   0.88548923  -0.00230289
    9626  -0.99816465  -0.06055829  -0.44016701   0.89791590   1.17560697
    9627  -0.35204670  -0.93598247  -0.47629312   0.87928659   2.28540182
    9628   0.71083677  -0.70335698  -0.56772023   0.82322156  -2.95463943
    9629   0.93220615   0.36192769  -0.56096846   0.82783717  -1.79601657
    9630   0.04999645   0.99874938  -0.45251057   0.89175904  -0.51959592
    9631  -0.89140087   0.45321575  -0.39816910   0.91731203   0.69090676
    9632  -0.77752584  -0.62885100  -0.40666205   0.91357869   1.83207357
    9633   0.25681216  -0.96646136  -0.47597107   0.87946093   2.90524697
    9634   0.98712671  -0.15994009  -0.59610885   0.80290365  -2.37007236
    9635   0.54884523   0.83592397  -0.61678129   0.78713459  -1.24562919
    9636  -0.53917891   0.84219128  -0.54141372   0.84075630  -0.00265587
    9637  -0.98890376  -0.14855768  -0.51812035   0.85530770   1.17525411
    9638  -0.26792884  -0.96343869  -0.55255228   0.83347821   2.28492665
    9639   0.77022982  -0.63776642  -0.63844717   0.76966566  -2.95487022
    9640   0.89656281   0.44291663  -0.63184720   0.77509296  -1.79588127
    9641  -0.03848744   0.99925905  -0.52955812   0.84827363  -0.51958263
    9642  -0.92797488   0.37264279  -0.47768787   0.87852961   0.69092005
    9643  -0.71889234  -0.69512141  -0.48581761   0.87406021   1.83208680
    9644   0.34124070  -0.93997592  -0.55173808   0.83401746   2.90538239
    9645   0.99740076  -0.07205323  -0.66474092   0.74707395  -2.37005901
    9646   0.47280201   0.88116866  -0.68402773   0.72945601  -1.24573803
    9647  -0.61151671   0.79123151  -0.61370188   0.78953785  -0.00276468
    9648  -0.97190005  -0.23539393  -0.59168941   0.80616599   1.17526734
    9649  -0.18171321  -0.98335159  -0.62405717   0.78137869   2.28494000
    9650   0.82359225  -0.56718236  -0.70397574   0.71022397  -2.95485687
    9651   0.85389966   0.52043766  -0.69796878   0.71612823  -1.79599011
    9652  -0.12666999   0.99194491  -0.60246074   0.79814851  -0.51956940
    9653  -0.95728314   0.28915218  -0.55346763   0.83287066   0.69093329
    9654  -0.65463018  -0.75594932  -0.56117052   0.82770020   1.83210003
    9655   0.42299747  -0.90613085  -0.62329382   0.78198773   2.90539551
    9656   0.99986553   0.01639779  -0.72816986   0.68539673  -2.37004566
    9657   0.39305690   0.91951412  -0.74582404   0.66614300  -1.24572468
    9658  -0.67906660   0.73407668  -0.68108374   0.73220557  -0.00275135
    9659  -0.94728673  -0.32038713  -0.66062713   0.75071418   1.17528057
    9660  -0.09407482  -0.99556512  -0.69067734   0.72316307   2.28495336
    9661   0.87050623  -0.49215743  -0.76407290   0.64512992  -2.95496583
    9662   0.80455077   0.59388387  -0.75853246   0.65163523  -1.79597676
    9663  -0.21386075   0.97686416  -0.67064768   0.74177605  -0.51955616
    9664  -0.97909623   0.20339759  -0.62481993   0.78076887   0.69106865
    9665  -0.58524245  -0.81085837  -0.63213098   0.77486151   1.83211327
    9666   0.50144231  -0.86519110  -0.68997079   0.72383720   2.90540886
    9667   0.99450171   0.10472043  -0.78589916   0.61835468  -2.37003255
    9668   0.31023428   0.95066011  -0.80178249   0.59761596  -1.24571133
    9669  -0.74129963   0.67117429  -0.74313456   0.66914201  -0.00273809
    9670  -0.91525644  -0.40287179  -0.72447807   0.68929785   1.17517185
    9671  -0.00569986  -0.99998373  -0.75189143   0.65928698   2.28496647
    9672   0.91060442  -0.41327909  -0.81803250   0.57517201  -2.95483041
    9673   0.74890250   0.66268021  -0.81315893   0.58204168  -1.79596341
    9674  -0.29937705   0.95413488  -0.73358518   0.67959750  -0.51954281
    9675  -0.99324334   0.11605047  -0.69147146   0.72240382   0.69095981
    9676  -0.51127249  -0.85941863  -0.69823098   0.71587259   1.83200455
    9677   0.57596105  -0.81747717  -0.75108606   0.66020429   2.90566635
    9678   0.98135126   0.19222313  -0.83734357   0.54667699  -2.36977506
    9679   0.22498265   0.97436279  -0.85120904   0.52482682  -1.24520993
    9680  -0.79772848   0.60301679  -0.79914856   0.60113358  -0.00235862
    9681  -0.87606001  -0.48220208  -0.78233856   0.62285340   1.17555141
    9682   0.08271973  -0.99657285  -0.80693185   0.59064454   2.28546810
    9683   0.94357288  -0.33116493  -0.86554563   0.50083011  -2.95457292
    9684   0.68739063   0.72628790  -0.86142057   0.50789231  -1.79595029
    9685  -0.38254935   0.92393506  -0.79085547   0.61200297  -0.51965159
    9686  -0.99961364   0.02779473  -0.75253487   0.65855241   0.69109517
    9687  -0.43329945  -0.90125000  -0.75877106   0.65135741   1.83201778
    9688   0.64597017  -0.76336265  -0.80649906   0.59123540   2.90567970
    9689   0.96051717   0.27822080  -0.88232738   0.47063616  -2.36963987
    9690   0.13796946   0.99043649  -0.89431942   0.44742912  -1.24531865
    9691  -0.84791142   0.53013790  -0.84908795   0.52825147  -0.00222326
    9692  -0.83000433  -0.55775690  -0.83426070   0.55137020   1.17568660
    9693   0.17049165  -0.98535913  -0.85597819   0.51701188   2.28548145
    9694   0.96915352  -0.24645783  -0.90642428   0.42236835  -2.95455980
    9695   0.62049669   0.78420907  -0.90293956   0.42976752  -1.79593694
    9696  -0.46272638   0.88650113  -0.84178662   0.53981042  -0.51951623
    9697  -0.99815738  -0.06067864  -0.80794007   0.58926463   0.69086426
    9698  -0.35193384  -0.93602490  -0.81358504   0.58144593   1.83166480
    9699   0.71092159  -0.70327127  -0.85585195   0.51722085   2.90520453
    9700   0.93216252   0.36204010  -0.92066240   0.39035982  -2.37011480
    9701   0.04987602   0.99875540  -0.93049979   0.36629245  -1.24567163
    9702  -0.89145553   0.45310825  -0.89261985   0.45081019  -0.00257618
    9703  -0.77745003  -0.62894469  -0.87996083   0.47504619   1.17521167
    9704   0.25692868  -0.96643037  -0.89853895   0.43889374   2.28500628
    9705   0.98714602  -0.15982108  -0.94024968   0.34048581  -2.95466852
    9706   0.54874444   0.83599013  -0.93739098   0.34827879  -1.79592359
    9707  -0.53928047   0.84212625  -0.88626015   0.46318784  -0.51962513
    9708  -0.98888582  -0.14867692  -0.85673463   0.51575744   0.69112170
    9709  -0.26781267  -0.96347100  -0.86154455   0.50768197   1.83216631
    9710   0.77030671  -0.63767356  -0.89810991   0.43977100   2.90546203
    9711   0.89650941   0.44302472  -0.95156139   0.30745891  -2.37010145
    9712  -0.03860793   0.99925447  -0.95923305   0.28261623  -1.24565840
    9713  -0.92801982   0.37253088  -0.92897153   0.37015122  -0.00256291
    9714  -0.71880853  -0.69520807  -0.91845590   0.39552337   1.17534697
    9715   0.34135404  -0.93993479  -0.93381423   0.35775825   2.28501964
    9716   0.99740946  -0.07193296  -0.96669507   0.25593084  -2.95477724
    9717   0.47269577   0.88122571  -0.96450514   0.26406398  -1.79591036
    9718  -0.61161214   0.79115778  -0.92368394   0.38315532  -0.51948977
    9719  -0.97187167  -0.23551111  -0.89912748   0.43768680   0.69076878
    9720  -0.18159464  -0.98337346  -0.90325409   0.42910606   1.83169138
    9721   0.82366061  -0.56708306  -0.93355197   0.35844210   2.90523124
    9722   0.85383689   0.52054065  -0.97503930   0.22203237  -2.37021017
    9723  -0.12678958   0.99192965  -0.98045814   0.19672789  -1.24564505
    9724  -0.95731801   0.28903675  -0.95808679   0.28647804  -0.00267169
    9725  -0.65453905  -0.75602823  -0.94985807   0.31268132   1.17523825
    9726   0.42310673  -0.90607983  -0.96178025   0.27382249   2.28503275
    9727   0.99986356   0.01651835  -0.98555303   0.16936707  -2.95488620
    9728   0.39294603   0.91956151  -0.98409152   0.17766213  -1.79601920
    9729  -0.67915511   0.73399478  -0.95397091   0.29989907  -0.51959854
    9730  -0.94724804  -0.32050133  -0.93420672   0.35673210   0.69102621
    9731  -0.09395478  -0.99557644  -0.93751848   0.34793550   1.83207083
    9732   0.87056553  -0.49205247  -0.96154594   0.27464420   2.90536642
    9733   0.80447912   0.59398091  -0.99083126   0.13510503  -2.37007499
    9734  -0.21397853   0.97683835  -0.99400884   0.10929969  -1.24563181
    9735  -0.97912073   0.20327953  -0.97965771   0.20067587  -0.00265844
    9736  -0.58514470  -0.81092888  -0.97377717   0.22750391   1.17525148
    9737   0.50154662  -0.86513060  -0.98226392   0.18750361   2.28480196
    9738   0.99448907   0.10484034  -0.99665552   0.08171730  -2.95475078
    9739   0.31011966   0.95069754  -0.99593192   0.09010899  -1.79588377
    9740  -0.74138051   0.67108488  -0.97674417   0.21440817  -0.51958531
    9741  -0.91520786  -0.40298212  -0.96211380   0.27264822   0.69091737
    9742  -0.00557928  -0.99998444  -0.96460181   0.26371077   1.83208406
    9743   0.91065425  -0.41316929  -0.98203433   0.18870251   2.90550184
    9744   0.74882257   0.66277051  -0.99890059   0.04687923  -2.37018371
    9745  -0.29949209   0.95409876  -0.99978173   0.02089392  -1.24574065
    9746  -0.99325728   0.11593071  -0.99357432   0.11318169  -0.00276725
    9747  -0.51116890  -0.85948032  -0.99007416   0.14054577   1.17526472
    9748   0.57605958  -0.81740767  -0.99498004   0.10007335   2.28493738
    9749   0.98132807   0.19234146  -0.99997675  -0.00681447  -2.95485950
    9750   0.22486515   0.97438991  -0.99999869   0.00160833  -1.79599261
    9751  -0.79780120   0.60292059  -0.99187207   0.12723903  -0.51957196
    9752  -0.87600183  -0.48230773  -0.98244655   0.18654427   0.69093072
    9753   0.08283990  -0.99656290  -0.98413491   0.17742188   1.83209741
    9754   0.94361281  -0.33105114  -0.99489421   0.10092352   2.90527105
    9755   0.68730301   0.72637081  -0.99913973  -0.04147059  -2.37004852
    9756  -0.38266075   0.92388892  -0.99772388  -0.06743225  -1.24560523
    9757  -0.99961698   0.02767420  -0.99968940   0.02492118  -0.00275397
    9758  -0.43319079  -0.90130222  -0.99862796   0.05236562   1.17515588
    9759   0.64606220  -0.76328474  -0.99993110   0.01173990   2.28495073
    9760   0.96048361   0.27833661  -0.99544930  -0.09529275  -2.95496845
    9761   0.13785003   0.99045312  -0.99623781  -0.08666173  -1.79585731
    9762  -0.84797531   0.53003567  -0.99923635   0.03907397  -0.51955873
    9763  -0.82993710  -0.55785698  -0.99508941   0.09898017   0.69094384
    9764   0.17061047  -0.98533857  -0.99597579   0.08962268   1.83198857
    9765   0.96918321  -0.24634098  -0.99991602   0.01296051   2.90565038
    9766   0.62040210   0.78428388  -0.99161142  -0.12925462  -2.36966896
    9767  -0.46283329   0.88644534  -0.98789698  -0.15511148  -1.24534786
    9768  -0.99815005  -0.06079900  -0.99801058  -0.06304709  -0.00225242
    9769  -0.35182098  -0.93606728  -0.99936992  -0.03549359   1.17577958
    9770   0.71100640  -0.70318556  -0.99709266  -0.07619859   2.28545213
    9771   0.93211889   0.36215249  -0.98319787  -0.18254304  -2.95458889
    9772   0.04975560   0.99876142  -0.98465794  -0.17449573  -1.79596603
    9773  -0.89151013   0.45300075  -0.99878526  -0.04927503  -0.51942343
    9774  -0.77737421  -0.62903845  -0.99994594   0.01039721   0.69071305
    9775   0.25704521  -0.96639937  -0.99999964   0.00087591   1.83163559
    9776   0.98716527  -0.15970205  -0.99710196  -0.07607688   2.90505338
    9777   0.54864365   0.83605629  -0.97622705  -0.21675034  -2.37002182
    9778  -0.53938198   0.84206122  -0.97026199  -0.24205709  -1.24557877
    9779  -0.98886788  -0.14879616  -0.98845840  -0.15149267  -0.00272742
    9780  -0.26769650  -0.96350330  -0.99224591  -0.12429012   1.17518246
    9781   0.77038360  -0.63758063  -0.98637533  -0.16451055   2.28497720
    9782   0.89645594   0.44313282  -0.96311736  -0.26908177  -2.95494175
    9783  -0.03872841   0.99924976  -0.96541327  -0.26072446  -1.79583073
    9784  -0.92806470   0.37241900  -0.99050438  -0.13748121  -0.51953220
    9785  -0.71872473  -0.69529474  -0.99697047  -0.07778080   0.69097048
    9786   0.34146738  -0.93989360  -0.99619538  -0.08714817   1.83201516
    9787   0.99741811  -0.07181270  -0.98657542  -0.16330636   2.90567708
    9788   0.47258952   0.88128269  -0.95335948  -0.30183727  -2.36964226
    9789  -0.61170751   0.79108399  -0.94515020  -0.32663611  -1.24532127
    9790  -0.97184324  -0.23562829  -0.97131634  -0.23779091  -0.00222588
    9791  -0.18147607  -0.98339534  -0.97748035  -0.21102658   1.17568398
    9792   0.82372898  -0.56698370  -0.96809709  -0.25057530   2.28547859
    9793   0.85377413   0.52064359  -0.93565130  -0.35292587  -2.95468450
    9794  -0.12690920   0.99191433  -0.93854856  -0.34514716  -1.79593956
    9795  -0.95735288   0.28892130  -0.97450393  -0.22437042  -0.51939684
    9796  -0.65444785  -0.75610715  -0.98615354  -0.16583489   0.69073969
    9797   0.42321599  -0.90602881  -0.98452985  -0.17521687   1.83166218
    9798   0.99986154   0.01663892  -0.96812767  -0.25045714   2.90507984
    9799   0.39283514   0.91960889  -0.92280930  -0.38525710  -2.36999536
    9800  -0.67924362   0.73391289  -0.91248143  -0.40911812  -1.24555218
    9801  -0.94720942  -0.32061553  -0.94634002  -0.32317266  -0.00270090
    9802  -0.09383474  -0.99558777  -0.95485818  -0.29706204   1.17520905
    9803   0.87062490  -0.49194750  -0.94199735  -0.33562037   2.28500366
    9804   0.80440754   0.59407789  -0.90074295  -0.43435258  -2.95479321
    9805  -0.21409631   0.97681254  -0.90442151  -0.42664006  -1.79580414
    9806  -0.97914523   0.20316146  -0.95082116  -0.30974039  -0.51950568
    9807  -0.58504689  -0.81099945  -0.96763664  -0.25234753   0.69075286
    9808   0.50165093  -0.86507010  -0.96515816  -0.26166710   1.83155334
    9809   0.99447644   0.10496026  -0.94228375  -0.33481532   2.90533733
    9810   0.31000504   0.95073491  -0.88508976  -0.46542031  -2.37010407
    9811  -0.74146146   0.67099547  -0.87269062  -0.48827362  -1.24566102
    9812  -0.91515923  -0.40309247  -0.91407257  -0.40555060  -0.00268761
    9813  -0.00545871  -0.99998510  -0.92486525  -0.38029507   1.17522228
    9814   0.91070408  -0.41305947  -0.90864670  -0.41756579   2.28501701
    9815   0.74874270   0.66286075  -0.85882729  -0.51226526  -2.95477986
    9816  -0.29960713   0.95406264  -0.86311150  -0.50501341  -1.79591298
    9817  -0.99327129   0.11581095  -0.91972339  -0.39256698  -0.51949239
    9818  -0.51106524  -0.85954189  -0.94154578  -0.33688498   0.69076610
    9819   0.57615817  -0.81733823  -0.93825328  -0.34594902   1.83156669
    9820   0.98130488   0.19245979  -0.90895230  -0.41690016   2.90522861
    9821   0.22474766   0.97441697  -0.84042329  -0.54193050  -2.37021303
    9822  -0.79787385   0.60282439  -0.82605010  -0.56359673  -1.24576974
    9823  -0.87594372  -0.48241335  -0.87465042  -0.48475417  -0.00267434
    9824   0.08296005  -0.99655288  -0.88763303  -0.46055138   1.17523551
    9825   0.94365275  -0.33093736  -0.86818379  -0.49624276   2.28503013
    9826   0.68721545   0.72645366  -0.81011772  -0.58626723  -2.95488882
    9827  -0.38277215   0.92384279  -0.81502700  -0.57942301  -1.79602182
    9828  -0.99962032   0.02755366  -0.88136905  -0.47242841  -0.51960111
    9829  -0.43308210  -0.90135449  -0.90813631  -0.41867465   0.69090158
    9830   0.64615422  -0.76320684  -0.90416092  -0.42719197   1.83194613
    9831   0.96045005   0.27845243  -0.86872846  -0.49528864   2.90560794
    9832   0.13773061   0.99046975  -0.78961003  -0.61360902  -2.36958933
    9833  -0.84803927   0.52993345  -0.77339053  -0.63392991  -1.24514616
    9834  -0.82986981  -0.55795705  -0.82865554  -0.55975890  -0.00217280
    9835   0.17072928  -0.98531801  -0.84371531  -0.53679091   1.17573714
    9836   0.96921295  -0.24622411  -0.82113445  -0.57073480   2.28540969
    9837   0.62030756   0.78435868  -0.75536972  -0.65529883  -2.95450926
    9838  -0.46294016   0.88638955  -0.76070392  -0.64909905  -1.79588640
    9839  -0.99814272  -0.06091935  -0.83623081  -0.54837763  -0.51946586
    9840  -0.35170808  -0.93610972  -0.86751670  -0.49740809   0.69079268
    9841   0.71109116  -0.70309985  -0.86267966  -0.50575078   1.83159316
    9842   0.93207520   0.36226487  -0.82134342  -0.57043409   2.90525508
    9843   0.04963517   0.99876744  -0.73186988  -0.68144441  -2.37018633
    9844  -0.89156473   0.45289326  -0.71390623  -0.70024127  -1.24574327
    9845  -0.77729833  -0.62913221  -0.77555275  -0.63128281  -0.00276986
    9846   0.25716174  -0.96636838  -0.79259676  -0.60974616   1.17514002
    9847   0.98718452  -0.15958302  -0.76724130  -0.64135855   2.28505683
    9848   0.54854286   0.83612245  -0.69423103  -0.71975225  -2.95486212
    9849  -0.53948355   0.84199613  -0.70026869  -0.71387941  -1.79599524
    9850  -0.98884994  -0.14891540  -0.78441375  -0.62023789  -0.51957464
    9851  -0.26758033  -0.96353555  -0.82022768  -0.57203716   0.69092810
    9852   0.77046049  -0.63748777  -0.81481475  -0.57972145   1.83197272
    9853   0.89640254   0.44324091  -0.76794547  -0.64051527   2.90563464
    9854  -0.03884890   0.99924511  -0.66922945  -0.74305582  -2.36956263
    9855  -0.92810959   0.37230709  -0.64968520  -0.76020336  -1.24511969
    9856  -0.71864086  -0.69538140  -0.71706170  -0.69700974  -0.00226832
    9857   0.34158072  -0.93985242  -0.73601538  -0.67696476   1.17576361
    9858   0.99742681  -0.07169243  -0.70781052  -0.70640230   2.28543639
    9859   0.47248325   0.88133967  -0.62818336  -0.77806532  -2.95448256
    9860  -0.61180294   0.79101026  -0.63452584  -0.77290165  -1.79585993
    9861  -0.97181481  -0.23574547  -0.72660768  -0.68705261  -0.51943928
    9862  -0.18135749  -0.98341721  -0.76637942  -0.64238822   0.69081920
    9863   0.82379735  -0.56688440  -0.76022828  -0.64965606   1.83174181
    9864   0.85371137   0.52074653  -0.70806921  -0.70614308   2.90528154
    9865  -0.12702879   0.99189901  -0.60044694  -0.79966456  -2.37015986
    9866  -0.95738769   0.28880587  -0.57945430  -0.81500477  -1.24571669
    9867  -0.65435666  -0.75618607  -0.65227979  -0.75797832  -0.00274328
    9868   0.42332524  -0.90597779  -0.67284966  -0.73977929   1.17516661
    9869   0.99985957   0.01675948  -0.64232403  -0.76643318   2.28508329
    9870   0.39272428   0.91965628  -0.55665100  -0.83074647  -2.95483565
    9871  -0.67933208   0.73383099  -0.56362844  -0.82602847  -1.79596865
    9872  -0.94717073  -0.32072976  -0.66294712  -0.74866623  -0.51954800
    9873  -0.09371468  -0.99559909  -0.70668864  -0.70752466   0.69095463
    9874   0.87068421  -0.49184251  -0.70000720  -0.71413577   1.83199918
    9875   0.80433589   0.59417486  -0.64316571  -0.76572704   2.90566111
    9876  -0.21421410   0.97678673  -0.52793676  -0.84928370  -2.36953616
    9877  -0.97916973   0.20304340  -0.50567859  -0.86272198  -1.24509311
    9878  -0.58494914  -0.81106997  -0.58312941  -0.81237924  -0.00224179
    9879   0.50175524  -0.86500961  -0.60531652  -0.79598486   1.17579019
    9880   0.99446374   0.10508016  -0.57226890  -0.82006603   2.28534079
    9881   0.30989039   0.95077229  -0.48093948  -0.87675381  -2.95494437
    9882  -0.74154234   0.67090607  -0.48809403  -0.87279105  -1.79632163
    9883  -0.91511065  -0.40320283  -0.59378850  -0.80462116  -0.52002317
    9884  -0.00533813  -0.99998575  -0.64110696  -0.76745152   0.69060165
    9885   0.91075385  -0.41294968  -0.63386518  -0.77344358   1.83164620
    9886   0.74866277   0.66295105  -0.57266921  -0.81978655   2.90530825
    9887  -0.29972216   0.95402652  -0.45026132  -0.89289683  -2.37013316
    9888  -0.99328524   0.11569118  -0.42689556  -0.90430093  -1.24569011
    9889  -0.51096159  -0.85960352  -0.50872946  -0.86092645  -0.00259471
    9890   0.57625669  -0.81726873  -0.53218067  -0.84663081   1.17531526
    9891   0.98128164   0.19257811  -0.49722958  -0.86761904   2.28498793
    9892   0.22463018   0.97444409  -0.40167674  -0.91578150  -2.95480919
    9893  -0.79794657   0.60272819  -0.40937588  -0.91236579  -1.79594207
    9894  -0.87588555  -0.48251894  -0.52076471  -0.85370028  -0.51952153
    9895   0.08308022  -0.99654287  -0.57076633  -0.82111251   0.69061494
    9896   0.94369262  -0.33082357  -0.56302327  -0.82644105   1.83165967
    9897   0.68712783   0.72653651  -0.49786490  -0.86725461   2.90519929
    9898  -0.38288352   0.92379665  -0.36946660  -0.92924404  -2.37024212
    9899  -0.99962366   0.02743313  -0.34529775  -0.93849319  -1.24567688
    9900  -0.43297341  -0.90140671  -0.43053490  -0.90257394  -0.00270349
    9901   0.64624625  -0.76312894  -0.45515934  -0.89041001   1.17520642
    9902   0.96041644   0.27856824  -0.41859865  -0.90817136   2.28500104
    9903   0.13761118   0.99048632  -0.31904721  -0.94773883  -2.95491791
    9904  -0.84810311   0.52983117  -0.32701847  -0.94501793  -1.79605091
    9905  -0.82980251  -0.55805713  -0.44316247  -0.89644134  -0.51963037
    9906   0.17084809  -0.98529738  -0.49617010  -0.86822534   0.69087231
    9907   0.96924263  -0.24610725  -0.48809403  -0.87279105   1.83203900
    9908   0.62021297   0.78443348  -0.41937453  -0.90781331   2.90533471
    9909  -0.46304703   0.88633370  -0.28600591  -0.95822787  -2.37010670
    9910  -0.99813533  -0.06103970  -0.26099718  -0.96533954  -1.24566364
    9911  -0.35159522  -0.93615210  -0.34907550  -0.93709463  -0.00269023
    9912   0.71117592  -0.70301408  -0.37456548  -0.92720044   1.17509758
    9913   0.93203151   0.36237726  -0.33657628  -0.94165623   2.28489232
    9914   0.04951474   0.99877340  -0.23415089  -0.97220027  -2.95478249
    9915  -0.89161932   0.45278576  -0.24233119  -0.97019356  -1.79591560
    9916  -0.77722245  -0.62922591  -0.36219567  -0.93210208  -0.51961702
    9917   0.25727826  -0.96633738  -0.41748974  -0.90868163   0.69088560
    9918   0.98720378  -0.15946397  -0.40904173  -0.91251570   1.83205235
    9919   0.54844201   0.83618855  -0.33749571  -0.94132710   2.90534806
    9920  -0.53958505   0.84193110  -0.20007354  -0.97978091  -2.37021542
    9921  -0.98883200  -0.14903462  -0.17453353  -0.98465121  -1.24577236
    9922  -0.26746413  -0.96356779  -0.26476604  -0.96431267  -0.00279901
    9923   0.77053732  -0.63739485  -0.29126528  -0.95664233   1.17523289
    9924   0.89634907   0.44334900  -0.25203028  -0.96771932   2.28490567
    9925  -0.03896939   0.99924040  -0.14718537  -0.98910892  -2.95489144
    9926  -0.92815447   0.37219518  -0.15551117  -0.98783416  -1.79602444
    9927  -0.71855700  -0.69546807  -0.27839386  -0.96046698  -0.51960373
    9928   0.34169403  -0.93981123  -0.33554155  -0.94202542   0.69089890
    9929   0.99743545  -0.07157216  -0.32678774  -0.94509774   1.83206558
    9930   0.47237697   0.88139659  -0.25285712  -0.96750361   2.90523911
    9931  -0.61189830   0.79093647  -0.11281340  -0.99361616  -2.37008023
    9932  -0.97178638  -0.23586266  -0.08694319  -0.99621326  -1.24563706
    9933  -0.18123890  -0.98343909  -0.17837848  -0.98396194  -0.00290782
    9934   0.82386571  -0.56678504  -0.20545259  -0.97866708   1.17512417
    9935   0.85364854   0.52084947  -0.16551159  -0.98620784   2.28491879
    9936  -0.12714839   0.99188370  -0.05906460  -0.99825418  -2.95500016
    9937  -0.95742249   0.28869042  -0.06759235  -0.99771303  -1.79601109
    9938  -0.65426552  -0.75626493  -0.19241297  -0.98131406  -0.51959056
    9939   0.42343447  -0.90592676  -0.25096697  -0.96799564   0.69091213
    9940   0.99985754   0.01688004  -0.24185744  -0.97031182   1.83195674
    9941   0.39261338   0.91970360  -0.16671532  -0.98600507   2.90561867
    9942  -0.67942059   0.73374903  -0.02479470  -0.99969256  -2.36982274
    9943  -0.94713205  -0.32084396   0.00108167  -0.99999940  -1.24525762
    9944  -0.09359464  -0.99561042  -0.09119866  -0.99583274  -0.00240628
    9945   0.87074345  -0.49173751  -0.11875460  -0.99292362   1.17574775
    9946   0.80426425   0.59427184  -0.07818416  -0.99693894   2.28542042
    9947  -0.21433187   0.97676092   0.02903169  -0.99957848  -2.95462060
    9948  -0.97919422   0.20292534   0.02085555  -0.99978250  -1.79599786
    9949  -0.58485132  -0.81114054  -0.10504740  -0.99446720  -0.51945513
    9950   0.50185955  -0.86494911  -0.16418718  -0.98642921   0.69068122
    9951   0.99445111   0.10520007  -0.15478761  -0.98794776   1.83160388
    9952   0.30977574   0.95080966  -0.07842755  -0.99691981   2.90514374
    9953  -0.74162322   0.67081666   0.06390431  -0.99795604  -2.37005377
    9954  -0.91506201  -0.40331316   0.08982761  -0.99595731  -1.24561048
    9955  -0.00521756  -0.99998641  -0.00233630  -0.99999726  -0.00288128
    9956   0.91080362  -0.41283986  -0.02991972  -0.99955231   1.17515075
    9957   0.74858278   0.66304129   0.01072502  -0.99994248   2.28494549
    9958  -0.29983720   0.95399040   0.11762998  -0.99305749  -2.95497370
    9959  -0.99329919   0.11557141   0.10901885  -0.99403965  -1.79586256
    9960  -0.51085794  -0.85966516  -0.01661776  -0.99986190  -0.51956397
    9961   0.57635522  -0.81719923  -0.07660200  -0.99706173   0.69093871
    9962   0.98125839   0.19269642  -0.06722696  -0.99773771   1.83198333
    9963   0.22451267   0.97447115   0.00950438  -0.99995482   2.90564513
    9964  -0.79801923   0.60263199   0.15161772  -0.98843920  -2.36979628
    9965  -0.87582731  -0.48262456   0.17726398  -0.98416334  -1.24535310
    9966   0.08320038  -0.99653286   0.08557162  -0.99633205  -0.00237973
    9967   0.94373250  -0.33070979   0.05793398  -0.99832040   1.17577434
    9968   0.68704021   0.72661936   0.09857756  -0.99512935   2.28544688
    9969  -0.38299492   0.92375046   0.20458305  -0.97884923  -2.95459414
    9970  -0.99962693   0.02731260   0.19657058  -0.98048967  -1.79597127
    9971  -0.43286473  -0.90145886   0.07169881  -0.99742633  -0.51942861
    9972   0.64633828  -0.76305097   0.01206770  -0.99992716   0.69070786
    9973   0.96038282   0.27868402   0.02158780  -0.99976695   1.83163035
    9974   0.13749175   0.99050289   0.09845608  -0.99514139   2.90504813
    9975  -0.84816700   0.52972889   0.23862512  -0.97111177  -2.37002707
    9976  -0.82973522  -0.55815721   0.26379147  -0.96457970  -1.24558389
    9977   0.17096688  -0.98527676   0.17377889  -0.98478472  -0.00285474
    9978   0.96927226  -0.24599038   0.14654808  -0.98920357   1.17517722
    9979   0.62011838   0.78450823   0.18662649  -0.98243093   2.28497195
